price,type,bedrooms,bathrooms,payment_method,down_payment,size_sqm,down_payment_ratio,year,month,area,city,governorate
10200000.0,villa,4.0,5.0,cash,1020000.0,73.656,0.1,2025,August,Cairo Festival City,North Investors Area,New Cairo City
11000000.0,villa,4.0,4.0,cash,1100000.0,270.0,0.1,2025,August,L'Avenir,Mostakbal City Compounds,Mostakbal City - Future City
2500000.0,apartment,3.0,2.0,cash,250000.0,117.0,0.1,2025,September,O West,6 October Compounds,6 October City
7750000.0,apartment,3.0,3.0,cash,775000.0,173.0,0.1,2025,August,O West,6 October Compounds,6 October City
28500000.0,villa,5.0,4.0,cash,2850000.0,327.0,0.1,2025,August,Hyde Park,5Th Settlement Compounds,The 5Th Settlement
8390000.0,apartment,3.0,2.0,cash,839000.0,325.0,0.1,2025,September,Al Andalus Buildings,Al Andalus District,New Cairo City
10800000.0,apartment,3.0,4.0,cash,1080000.0,245.0,0.1,2025,August,Mountain View 1.1,5Th Settlement Compounds,The 5Th Settlement
35000000.0,villa,3.0,2.0,cash,3500000.0,225.0,0.1,2024,September,Mountain View,Ras Al Hekma,North Coast
7400000.0,apartment,2.0,3.0,cash,740000.0,239.0,0.1,2025,August,Forty West,Sheikh Zayed Compounds,Sheikh Zayed City
10200000.0,apartment,3.0,3.0,cash,1020000.0,176.0,0.1,2025,August,Village West,Sheikh Zayed Compounds,Sheikh Zayed City
10050000.0,apartment,2.0,2.0,cash,1005000.0,144.0,0.1,2025,September,Lake View Residence,5Th Settlement Compounds,The 5Th Settlement
1550000.0,apartment,3.0,2.0,cash,155000.0,145.0,0.1,2025,August,El Motamayez District,Badr City,Cairo
38000000.0,villa,3.0,4.0,cash,3800000.0,440.0,0.1,2025,August,New Giza,Cairo Alexandria Desert Road,6 October City
18295300.0,villa,3.0,4.0,cash,1829530.0,240.0,0.1,2025,August,Creek Town,The 1St Settlement,New Cairo City
13900000.0,chalet,3.0,1.0,cash,1390000.0,87.0,0.1,2025,August,Marassi,Sidi Abdel Rahman,North Coast
2000000.0,chalet,2.0,2.0,cash,200000.0,100.0,0.1,2025,July,Panorama,Porto Sokhna,Al Ain Al Sokhna
4600000.0,villa,3.0,3.0,cash,460000.0,230.0,0.1,2025,August,Mountain View Giza Plateau,Ring Road,6 October City
4385000.0,chalet,2.0,2.0,cash,438500.0,133.0,0.1,2025,September,Latin District,New Alamein City,Al Alamein
4500000.0,apartment,2.0,2.0,cash,450000.0,96.0,0.1,2025,August,Madinaty,Cairo,Unknown
10200000.0,chalet,3.0,2.0,cash,1020000.0,110.0,0.1,2025,August,Azha North,Ras Al Hekma,North Coast
18000000.0,villa,4.0,4.0,cash,1800000.0,303.0,0.1,2025,August,Street 10,Greens,6Th District
2200000.0,chalet,1.0,1.0,cash,220000.0,58.0,0.1,2025,August,Golf Porto Marina,Al Alamein,North Coast
14000000.0,villa,3.0,3.0,cash,1400000.0,240.0,0.1,2025,August,Mountain View 1.1,5Th Settlement Compounds,The 5Th Settlement
15160000.0,apartment,2.0,3.0,cash,1516000.0,137.0,0.1,2025,August,Villette,5Th Settlement Compounds,The 5Th Settlement
11500000.0,apartment,3.0,3.0,cash,1150000.0,166.0,0.1,2025,August,Mountain View Hyde Park,5Th Settlement Compounds,The 5Th Settlement
70000000.0,villa,3.0,4.0,cash,7000000.0,498.0,0.1,2025,July,Marassi,Sidi Abdel Rahman,North Coast
3000000.0,villa,3.0,4.0,cash,300000.0,215.0,0.1,2025,August,Px Palm Hills,6 October Compounds,6 October City
8500000.0,apartment,3.0,3.0,cash,850000.0,200.0,0.1,2025,May,El Nakheel,5Th Settlement Compounds,The 5Th Settlement
12500000.0,apartment,3.0,3.0,cash,1250000.0,198.0,0.1,2025,September,The Waterway View,90 Street,The 5Th Settlement
6578790.0,chalet,1.0,1.0,cash,657879.0,73.0,0.1,2025,August,Arc Of Soma,Soma Bay,Safaga
10200000.0,villa,3.0,3.0,cash,1020000.0,275.0,0.1,2025,August,La Vista City,New Capital Compounds,New Capital City
6600000.0,apartment,3.0,3.0,cash,660000.0,200.0,0.1,2025,August,District 2,The 5Th Settlement,New Cairo City
6100000.0,chalet,3.0,2.0,cash,610000.0,135.0,0.1,2025,August,Nice 3,Nice,Markaz Al Hamam
5000000.0,apartment,3.0,1.0,cash,500000.0,145.0,0.1,2025,August,Makram Ebeid St.,6Th Zone,Nasr City
28000000.0,villa,4.0,4.0,cash,2800000.0,385.0,0.1,2025,July,Palm Hills New Cairo,5Th Settlement Compounds,The 5Th Settlement
4300000.0,apartment,2.0,3.0,cash,430000.0,131.0,0.1,2025,August,Zed East,5Th Settlement Compounds,The 5Th Settlement
21000000.0,villa,3.0,4.0,cash,2100000.0,220.0,0.1,2025,September,Patio Al Zahraa,Sheikh Zayed Compounds,Sheikh Zayed City
6250000.0,chalet,3.0,3.0,cash,625000.0,117.0,0.1,2025,September,Mountain View,Ras Al Hekma,North Coast
7150000.0,apartment,2.0,2.0,cash,715000.0,125.0,0.1,2025,September,Mountain View Icity,5Th Settlement Compounds,The 5Th Settlement
1450000.0,villa,3.0,3.0,cash,63108.200000000004,431.0,0.1,2025,August,Upville,Cairo Alexandria Desert Road,6 October City
12700000.0,chalet,3.0,2.0,cash,1270000.0,149.0,0.1,2025,August,Playa Resort,Sidi Abdel Rahman,North Coast
14000000.0,apartment,5.0,6.0,cash,1400000.0,430.0,0.1,2025,June,Cornish El Nile St.,Maadi,Hay El Maadi
6900000.0,apartment,3.0,3.0,cash,690000.0,207.0,0.1,2025,September,O West,6 October Compounds,6 October City
4800000.0,apartment,3.0,2.0,cash,480000.0,139.0,0.1,2025,August,Sun Capital,Fayoum Desert Road,6 October City
30750000.0,villa,7.0,3.0,cash,3075000.0,364.0,0.1,2025,August,Mazarine,New Alamein City,Al Alamein
6228270.0,apartment,3.0,2.0,cash,622827.0,167.0,0.1,2025,August,The Address East,90 Street,The 5Th Settlement
5000000.0,chalet,1.0,1.0,cash,500000.0,45.0,0.1,2025,August,Gaia,Ras Al Hekma,North Coast
3450000.0,apartment,3.0,2.0,cash,345000.0,165.0,0.1,2025,August,Mostafa Kamel St.,Seyouf,Hay Awal El Montazah
21000000.0,apartment,2.0,4.0,cash,2100000.0,240.0,0.1,2025,September,The Courtyards,Sheikh Zayed Compounds,Sheikh Zayed City
36000000.0,apartment,3.0,3.0,cash,3600000.0,300.0,0.1,2025,September,Forty West,Sheikh Zayed Compounds,Sheikh Zayed City
22000000.0,villa,3.0,4.0,cash,2200000.0,250.0,0.1,2025,August,Dyar Park,Ext North Inves Area,New Cairo City
4550000.0,apartment,2.0,2.0,cash,455000.0,115.0,0.1,2025,September,Vee Sawari,Waterfront,Sawary
11400000.0,chalet,1.0,1.0,cash,1140000.0,73.0,0.1,2025,August,Marassi,Sidi Abdel Rahman,North Coast
12000000.0,apartment,3.0,3.0,cash,1200000.0,235.0,0.1,2025,August,Mountain View Hyde Park,5Th Settlement Compounds,The 5Th Settlement
14800000.0,apartment,3.0,4.0,cash,1480000.0,203.0,0.1,2025,August,Palm Hills New Cairo,5Th Settlement Compounds,The 5Th Settlement
14000000.0,villa,3.0,4.0,cash,1400000.0,208.0,0.1,2025,September,La Vista City,New Capital Compounds,New Capital City
17000000.0,villa,3.0,6.0,cash,1700000.0,286.0,0.1,2025,September,Azha North,Ras Al Hekma,North Coast
13500000.0,chalet,2.0,1.0,cash,1350000.0,75.0,0.1,2025,July,Marassi,Sidi Abdel Rahman,North Coast
9500000.0,apartment,3.0,2.0,cash,950000.0,167.0,0.1,2025,September,Zayed Dunes Complex,6Th District,Sheikh Zayed City
5100000.0,apartment,3.0,3.0,cash,510000.0,170.0,0.1,2025,September,Shehab St.,Mohandessin,Giza
14600000.0,villa,3.0,4.0,cash,1460000.0,220.0,0.1,2025,August,Al Patio Prime,El Patio,El Shorouk Compounds
24950000.0,chalet,3.0,5.0,cash,2495000.0,440.0,0.1,2025,July,Seashell,Sidi Abdel Rahman,North Coast
58000000.0,villa,4.0,5.0,cash,5800000.0,430.0,0.1,2025,August,Mivida,5Th Settlement Compounds,The 5Th Settlement
35000000.0,villa,3.0,6.0,cash,3500000.0,282.0,0.1,2025,August,Fouka Bay,Qesm Marsa Matrouh,North Coast
2250000.0,apartment,2.0,1.0,cash,225000.0,100.0,0.1,2025,August,Janna 2,Sheikh Zayed Compounds,Sheikh Zayed City
30500000.0,villa,5.0,4.0,cash,3050000.0,390.0,0.1,2025,August,Swan Lake North Coast,Qesm Ad Dabaah,North Coast
26734504.0,villa,3.0,4.0,cash,2673450.4000000004,217.0,0.1,2025,September,Azha North,Ras Al Hekma,North Coast
9113000.0,apartment,3.0,3.0,cash,911300.0,174.0,0.1,2025,September,Solana East,5Th Settlement Compounds,The 5Th Settlement
10200000.0,villa,3.0,3.0,cash,1020000.0,45.0,0.1,2025,August,Katameya Heights,El Katameya Compounds,El Katameya
11750000.0,apartment,2.0,3.0,cash,1175000.0,137.0,0.1,2025,August,Villette,5Th Settlement Compounds,The 5Th Settlement
13500000.0,apartment,3.0,3.0,cash,1350000.0,243.0,0.1,2025,August,Swan Lake Residence,5Th Settlement Compounds,The 5Th Settlement
3800000.0,apartment,3.0,3.0,cash,380000.0,160.0,0.1,2025,August,L'Avenir,Mostakbal City Compounds,Mostakbal City - Future City
38000000.0,villa,5.0,5.0,cash,3800000.0,317.0,0.1,2024,July,Madinaty,Cairo,Unknown
9796940.0,apartment,2.0,2.0,cash,979694.0,167.0,0.1,2025,August,Golf Side,Uptown Cairo,Mokattam
8500000.0,apartment,4.0,3.0,cash,850000.0,210.0,0.1,2025,August,The Square,5Th Settlement Compounds,The 5Th Settlement
8250000.0,apartment,4.0,3.0,cash,825000.0,211.0,0.1,2025,August,The Square,5Th Settlement Compounds,The 5Th Settlement
3000000.0,villa,3.0,4.0,cash,300000.0,215.0,0.1,2025,September,Px Palm Hills,6 October Compounds,6 October City
8710000.0,apartment,3.0,2.0,cash,871000.0,170.0,0.1,2025,September,El Nakheel,5Th Settlement Compounds,The 5Th Settlement
15150000.0,villa,2.0,3.0,cash,1515000.0,160.0,0.1,2025,August,Hyde Park,5Th Settlement Compounds,The 5Th Settlement
7250000.0,apartment,3.0,3.0,cash,725000.0,150.0,0.1,2025,August,Beverly Hills Road,17Th District,Sheikh Zayed City
55000000.0,villa,3.0,4.0,cash,5500000.0,408.0,0.1,2025,August,Seashell,Sidi Abdel Rahman,North Coast
20500000.0,apartment,3.0,3.0,cash,2050000.0,195.0,0.1,2025,September,Mivida,5Th Settlement Compounds,The 5Th Settlement
10200000.0,villa,3.0,3.0,cash,1020000.0,310.0,0.1,2025,August,West Gate,6 October Compounds,6 October City
25000000.0,chalet,3.0,3.0,cash,2500000.0,258.0,0.1,2025,August,Seashell,Sidi Abdel Rahman,North Coast
21000000.0,villa,3.0,4.0,cash,2100000.0,480.0,0.1,2025,May,Meadows Park,Sheikh Zayed Compounds,Sheikh Zayed City
3700000.0,apartment,3.0,2.0,cash,370000.0,155.0,0.1,2025,September,Al Andalus Buildings,Al Andalus District,New Cairo City
9500000.0,chalet,3.0,2.0,cash,950000.0,145.0,0.1,2025,August,Amwaj,Sidi Abdel Rahman,North Coast
40000000.0,villa,3.0,3.0,cash,4000000.0,355.0,0.1,2025,August,Mivida,5Th Settlement Compounds,The 5Th Settlement
12000000.0,apartment,3.0,3.0,cash,1200000.0,460.0,0.1,2025,August,El Banafseg 11,El Banafseg,New Cairo City
13500000.0,villa,3.0,4.0,cash,1350000.0,205.0,0.1,2025,September,Mountain View Icity,5Th Settlement Compounds,The 5Th Settlement
9000000.0,apartment,3.0,2.0,cash,900000.0,290.0,0.1,2025,August,West Arabella,5Th Settlement Compounds,The 5Th Settlement
45000000.0,villa,5.0,6.0,cash,4500000.0,280.0,0.1,2025,August,Telal Alamein,Sidi Abdel Rahman,North Coast
9000000.0,apartment,3.0,2.0,cash,900000.0,160.0,0.1,2025,September,Jayd Residence,5Th Settlement Compounds,The 5Th Settlement
12500000.0,apartment,3.0,3.0,cash,1250000.0,175.0,0.1,2025,July,Al Khamayel City,Sheikh Zayed Compounds,Sheikh Zayed City
3950000.0,apartment,3.0,3.0,cash,395000.0,135.0,0.1,2025,July,Tala,6 October Compounds,6 October City
13000000.0,apartment,3.0,2.0,cash,1300000.0,136.0,0.1,2025,September,Lake View Residence,5Th Settlement Compounds,The 5Th Settlement
5200000.0,apartment,2.0,3.0,cash,520000.0,144.0,0.1,2025,July,Badya Palm Hills,6 October Compounds,6 October City
13500000.0,chalet,3.0,3.0,cash,1350000.0,129.0,0.1,2025,September,Fouka Bay,Qesm Marsa Matrouh,North Coast
6000000.0,chalet,2.0,3.0,cash,600000.0,115.0,0.1,2025,August,Marassi,Sidi Abdel Rahman,North Coast
13256125.0,apartment,3.0,3.0,cash,1325612.5,132.0,0.1,2025,September,Zed East,5Th Settlement Compounds,The 5Th Settlement
6538000.0,apartment,3.0,3.0,cash,653800.0,195.0,0.1,2025,September,Hap Town,Mostakbal City Compounds,Mostakbal City - Future City
10800000.0,villa,3.0,5.0,cash,1080000.0,256.0,0.1,2025,July,Green Square,Mostakbal City Compounds,Mostakbal City - Future City
6450000.0,apartment,4.0,3.0,cash,645000.0,260.0,0.1,2025,August,Tamr Hena,5Th Settlement Compounds,The 5Th Settlement
17500000.0,chalet,2.0,1.0,cash,1750000.0,93.0,0.1,2025,September,Marassi,Sidi Abdel Rahman,North Coast
3550000.0,apartment,3.0,3.0,cash,355000.0,186.0,0.1,2025,August,Zayed Dunes,6Th District,Sheikh Zayed City
3550000.0,apartment,3.0,1.0,cash,355000.0,105.0,0.1,2025,July,Janaklees,Hay Sharq,Alexandria
2900000.0,apartment,2.0,1.0,cash,290000.0,120.0,0.1,2025,August,Hassan Ma'Moon St.,6Th Zone,Nasr City
17680000.0,apartment,3.0,5.0,cash,1768000.0,305.0,0.1,2025,August,Mountain View Hyde Park,5Th Settlement Compounds,The 5Th Settlement
6500000.0,apartment,3.0,2.0,cash,650000.0,175.0,0.1,2025,July,El Banafseg Apartment Buildings,El Banafseg,New Cairo City
14000000.0,apartment,2.0,2.0,cash,1400000.0,144.0,0.1,2025,August,Lake View Residence,5Th Settlement Compounds,The 5Th Settlement
6000000.0,apartment,2.0,2.0,cash,600000.0,100.0,0.1,2025,August,Madinaty,Cairo,Unknown
8300000.0,apartment,3.0,3.0,cash,830000.0,155.0,0.1,2025,August,Zayed Dunes,6Th District,Sheikh Zayed City
3700000.0,apartment,2.0,3.0,cash,370000.0,122.0,0.1,2025,May,Sarai,Mostakbal City Compounds,Mostakbal City - Future City
10700000.0,apartment,4.0,4.0,cash,1070000.0,280.0,0.1,2025,August,The Capital Way,New Capital Compounds,New Capital City
8000000.0,chalet,2.0,2.0,cash,800000.0,103.0,0.1,2025,August,Cali Coast,Ras Al Hekma,North Coast
24000000.0,chalet,3.0,3.0,cash,2400000.0,115.0,0.1,2025,August,Marassi,Sidi Abdel Rahman,North Coast
7500000.0,apartment,3.0,2.0,cash,750000.0,240.0,0.1,2025,May,Street17,District 3,The 5Th Settlement
5200000.0,apartment,2.0,3.0,cash,520000.0,145.0,0.1,2025,August,Hyde Park,5Th Settlement Compounds,The 5Th Settlement
33000000.0,villa,3.0,3.0,cash,3300000.0,285.0,0.1,2025,August,Bellagio,Ext North Inves Area,New Cairo City
14000000.0,villa,4.0,4.0,cash,1400000.0,250.0,0.1,2025,June,Al Burouj Compound,El Shorouk Compounds,Shorouk City
5800000.0,apartment,3.0,2.0,cash,580000.0,180.0,0.1,2025,September,Mountain View Icity October,6 October Compounds,6 October City
13000000.0,apartment,3.0,3.0,cash,1300000.0,217.0,0.1,2025,August,Etapa,Sheikh Zayed Compounds,Sheikh Zayed City
7400000.0,apartment,3.0,3.0,cash,740000.0,206.0,0.1,2025,August,Vee Sawari,Waterfront,Sawary
6900000.0,apartment,3.0,2.0,cash,690000.0,134.0,0.1,2025,September,Mountain View Hyde Park,5Th Settlement Compounds,The 5Th Settlement
3500000.0,apartment,3.0,4.0,cash,350000.0,125.0,0.1,2025,August,Grand Heights,Northern Expansions,6 October City
8000000.0,apartment,3.0,3.0,cash,800000.0,190.0,0.1,2025,August,Zayed Dunes,6Th District,Sheikh Zayed City
4100000.0,apartment,3.0,3.0,cash,410000.0,160.0,0.1,2025,August,L'Avenir,Mostakbal City Compounds,Mostakbal City - Future City
6750000.0,apartment,3.0,3.0,cash,675000.0,240.0,0.1,2025,August,Mountain View Icity,5Th Settlement Compounds,The 5Th Settlement
55000000.0,other,3.0,3.0,cash,5500000.0,58.217999999999996,0.1,2025,August,West Arabella,5Th Settlement Compounds,The 5Th Settlement
2499950.0,apartment,3.0,2.0,cash,249995.0,150.0,0.1,2025,August,Hilton Cairo Nile Maadi,Athar El Nabi,Hay Masr El Kadima
7700000.0,apartment,3.0,3.0,cash,770000.0,170.0,0.1,2025,August,Mountain View Icity,5Th Settlement Compounds,The 5Th Settlement
8200000.0,apartment,2.0,3.0,cash,820000.0,174.0,0.1,2025,August,Palm Hills New Cairo,5Th Settlement Compounds,The 5Th Settlement
24000000.0,villa,3.0,6.0,cash,2400000.0,560.0,0.1,2025,August,Al Yasmine Greenland,Al Motamayez District,6 October City
9500000.0,apartment,3.0,2.0,cash,950000.0,126.0,0.1,2025,August,Amwaj,Sidi Abdel Rahman,North Coast
10200000.0,villa,3.0,3.0,cash,1020000.0,210.0,0.1,2025,August,Mountain View October Park,6Th District,6 October City
10450000.0,villa,3.0,3.0,cash,1045000.0,361.0,0.1,2025,August,Etapa,Sheikh Zayed Compounds,Sheikh Zayed City
9500000.0,apartment,3.0,3.0,cash,950000.0,162.0,0.1,2025,May,El Rehab Extension,Al Rehab,New Cairo City
7222500.0,apartment,3.0,3.0,cash,722250.0,180.0,0.1,2025,September,Mountain View Icity,5Th Settlement Compounds,The 5Th Settlement
10200000.0,apartment,4.0,4.0,cash,1020000.0,232.0,0.1,2025,September,Allegria,Sheikh Zayed Compounds,Sheikh Zayed City
8700000.0,apartment,3.0,3.0,cash,870000.0,181.0,0.1,2025,September,October Plaza,6 October Compounds,6 October City
7140000.0,apartment,3.0,3.0,cash,714000.0,159.0,0.1,2025,September,Etapa,Sheikh Zayed Compounds,Sheikh Zayed City
16112300.0,villa,3.0,4.0,cash,1611230.0,267.0,0.1,2025,August,Soul North Coast,Qesm Ad Dabaah,North Coast
15000000.0,apartment,3.0,3.0,cash,1500000.0,160.0,0.1,2025,August,Fatma Al Sharbatly Mosque,District 3,The 5Th Settlement
2800000.0,apartment,3.0,1.0,cash,280000.0,76.0,0.1,2025,August,Bloomfields,Mostakbal City Compounds,Mostakbal City - Future City
10200000.0,villa,7.0,3.0,cash,1020000.0,83.979,0.1,2025,September,Katameya Heights,El Katameya Compounds,El Katameya
8500000.0,chalet,3.0,2.0,cash,850000.0,110.0,0.1,2025,September,Amwaj,Sidi Abdel Rahman,North Coast
8150000.0,apartment,3.0,2.0,cash,815000.0,195.0,0.1,2025,August,Mohamed Fawzy Moaz St.,Smouha,Hay Sharq
60000000.0,villa,3.0,7.0,cash,6000000.0,600.0,0.1,2025,August,Palm Hills Golf Extension,Al Wahat Road,6 October City
20000000.0,villa,3.0,3.0,cash,2000000.0,231.0,0.1,2025,May,Madinaty,Cairo,Unknown
5800000.0,apartment,2.0,2.0,cash,580000.0,140.0,0.1,2025,September,Palm Hills New Cairo,5Th Settlement Compounds,The 5Th Settlement
13000000.0,villa,4.0,4.0,cash,1300000.0,182.0,0.1,2025,August,Gaia,Ras Al Hekma,North Coast
5400000.0,villa,3.0,5.0,cash,540000.0,375.0,0.1,2025,September,Vye Sodic,New Zayed City,Sheikh Zayed City
8500000.0,apartment,3.0,3.0,cash,850000.0,220.0,0.1,2025,August,Taj City,5Th Settlement Compounds,The 5Th Settlement
20000000.0,chalet,3.0,3.0,cash,2000000.0,225.0,0.1,2025,August,Swan Lake North Coast,Qesm Ad Dabaah,North Coast
1450000.0,chalet,3.0,1.0,cash,100000.0,70.0,0.1,2025,September,Amwaj,Sidi Abdel Rahman,North Coast
7200000.0,apartment,3.0,3.0,cash,720000.0,181.0,0.1,2025,August,O West,6 October Compounds,6 October City
5600000.0,apartment,3.0,2.0,cash,560000.0,167.0,0.1,2025,May,Abdel Salam Aref St.,Laurent,Hay Sharq
12700000.0,apartment,3.0,3.0,cash,1270000.0,193.0,0.1,2025,September,Palm Hills New Cairo,5Th Settlement Compounds,The 5Th Settlement
4500000.0,apartment,3.0,2.0,cash,450000.0,152.0,0.1,2025,May,Nasr St.,Hay El Maadi,Cairo
25850000.0,villa,3.0,4.0,cash,2585000.0,265.0,0.1,2025,April,Taj City,5Th Settlement Compounds,The 5Th Settlement
10200000.0,villa,3.0,6.0,cash,1020000.0,650.0,0.1,2025,September,Madinaty,Cairo,Unknown
8500000.0,apartment,3.0,2.0,cash,850000.0,175.0,0.1,2025,August,Brazil St.,Zamalek,Cairo
18000000.0,villa,3.0,4.0,cash,1800000.0,270.0,0.1,2025,September,Palm Hills Woodville,Al Wahat Road,6 October City
10200000.0,villa,4.0,4.0,cash,1020000.0,375.0,0.1,2025,September,Al Burouj Compound,El Shorouk Compounds,Shorouk City
4350000.0,apartment,2.0,1.0,cash,435000.0,86.0,0.1,2025,August,Madinaty,Cairo,Unknown
10250000.0,apartment,3.0,3.0,cash,1025000.0,213.0,0.1,2025,August,Palm Hills New Cairo,5Th Settlement Compounds,The 5Th Settlement
36000000.0,other,3.0,3.0,cash,3600000.0,580.0,0.1,2025,July,11Th District,Sheikh Zayed City,Giza
10200000.0,villa,3.0,4.0,cash,1020000.0,420.0,0.1,2025,August,June,Ras Al Hekma,North Coast
16400000.0,chalet,4.0,4.0,cash,1640000.0,360.0,0.1,2025,September,Hacienda White,Sidi Abdel Rahman,North Coast
8783000.0,apartment,3.0,2.0,cash,878300.0,167.0,0.1,2025,August,Village West,Sheikh Zayed Compounds,Sheikh Zayed City
1770000.0,apartment,1.0,1.0,cash,177000.0,63.0,0.1,2025,June,Al Ahyaa District,Hurghada,Red Sea
18500000.0,villa,4.0,4.0,cash,1850000.0,280.0,0.1,2025,September,La Vista City,New Capital Compounds,New Capital City
13350000.0,apartment,2.0,3.0,cash,1335000.0,152.0,0.1,2025,September,Six West,Beverly Hills,Sheikh Zayed Compounds
7500000.0,villa,3.0,3.0,cash,750000.0,158.0,0.1,2025,September,Nyoum October,Northern Expansions,6 October City
5170000.0,chalet,2.0,2.0,cash,517000.0,100.0,0.1,2025,August,D-Bay,Qesm Ad Dabaah,North Coast
20000000.0,apartment,3.0,4.0,cash,2000000.0,278.0,0.1,2025,August,Mountain View Hyde Park,5Th Settlement Compounds,The 5Th Settlement
6300000.0,apartment,3.0,3.0,cash,630000.0,204.0,0.1,2025,August,Capital Gardens Palm Hills,Mostakbal City Compounds,Mostakbal City - Future City
6200000.0,apartment,3.0,3.0,cash,620000.0,175.0,0.1,2025,September,Stone Residence,5Th Settlement Compounds,The 5Th Settlement
4570000.0,apartment,3.0,2.0,cash,457000.0,121.0,0.1,2025,August,Green 5,6 October Compounds,6 October City
8643479.0,apartment,3.0,2.0,cash,864347.9,120.0,0.1,2025,August,The Gate Towers,New Alamein City,Al Alamein
20000000.0,apartment,3.0,3.0,cash,2000000.0,186.0,0.1,2025,August,Mivida,5Th Settlement Compounds,The 5Th Settlement
12500000.0,apartment,3.0,3.0,cash,1250000.0,200.0,0.1,2025,September,Galleria Moon Valley,South Investors Area,New Cairo City
18500000.0,apartment,4.0,4.0,cash,1850000.0,278.0,0.1,2025,September,Mountain View Hyde Park,5Th Settlement Compounds,The 5Th Settlement
5500000.0,villa,3.0,4.0,cash,550000.0,300.0,0.1,2025,September,Hadayek Al Mohandessin,4Th District,Sheikh Zayed City
19500000.0,apartment,3.0,5.0,cash,1950000.0,305.0,0.1,2025,September,Mountain View Hyde Park,5Th Settlement Compounds,The 5Th Settlement
1450000.0,apartment,3.0,3.0,cash,130000.0,160.0,0.1,2025,August,Allegria,Sheikh Zayed Compounds,Sheikh Zayed City
6331069.0,chalet,1.0,2.0,cash,633106.9,70.0,0.1,2025,September,Fouka Bay,Qesm Marsa Matrouh,North Coast
2700000.0,apartment,2.0,1.0,cash,270000.0,75.0,0.1,2025,August,Al Mostakbal,12Th District,Sheikh Zayed City
7500000.0,apartment,2.0,2.0,cash,750000.0,108.0,0.1,2025,August,Vye Sodic,New Zayed City,Sheikh Zayed City
10175000.0,villa,3.0,4.0,cash,1017500.0,310.0,0.1,2025,September,New Giza,Cairo Alexandria Desert Road,6 October City
42000000.0,villa,3.0,5.0,cash,4200000.0,376.0,0.1,2025,August,Hyde Park,5Th Settlement Compounds,The 5Th Settlement
42000000.0,villa,4.0,4.0,cash,4200000.0,356.0,0.1,2025,August,Mivida,5Th Settlement Compounds,The 5Th Settlement
23260670.0,villa,3.0,5.0,cash,2326067.0,500.0,0.1,2025,July,Saada Compound,New Cairo City,Cairo
4580000.0,apartment,2.0,2.0,cash,458000.0,100.0,0.1,2025,September,Talala,New Heliopolis Compounds,New Heliopolis
9000000.0,villa,3.0,3.0,cash,900000.0,245.0,0.1,2025,September,The Marq Gardens,5Th Settlement Compounds,The 5Th Settlement
11635320.0,chalet,3.0,4.0,cash,1163532.0,194.0,0.1,2025,September,Direction White,Ras Al Hekma,North Coast
1450000.0,apartment,3.0,1.0,cash,127500.0,90.0,0.1,2025,August,Eco,6 October Compounds,6 October City
5500000.0,villa,3.0,4.0,cash,550000.0,300.0,0.1,2025,September,Royal Meadows,Sheikh Zayed Compounds,Sheikh Zayed City
6670000.0,apartment,3.0,2.0,cash,667000.0,120.0,0.1,2025,July,El Patio Oro,5Th Settlement Compounds,The 5Th Settlement
3895000.0,apartment,2.0,1.0,cash,389500.0,135.0,0.1,2025,August,Nasr City,Cairo,Unknown
23000000.0,apartment,3.0,4.0,cash,2300000.0,230.0,0.1,2025,June,Aeon,6 October Compounds,6 October City
6250000.0,apartment,3.0,3.0,cash,625000.0,225.0,0.1,2025,September,Mountain View Icity October,6 October Compounds,6 October City
6900000.0,apartment,2.0,2.0,cash,690000.0,128.0,0.1,2025,September,Galleria Moon Valley,South Investors Area,New Cairo City
20500000.0,apartment,3.0,3.0,cash,2050000.0,210.0,0.1,2025,August,Eastown,5Th Settlement Compounds,The 5Th Settlement
13500000.0,villa,3.0,5.0,cash,1350000.0,385.0,0.1,2025,September,Soleya,6 October Compounds,6 October City
5300000.0,chalet,2.0,3.0,cash,530000.0,135.0,0.1,2025,September,Azha North,Ras Al Hekma,North Coast
7000000.0,apartment,2.0,2.0,cash,700000.0,132.0,0.1,2025,August,Moon Residences,Fifth Square,The 5Th Settlement
10200000.0,villa,7.0,7.0,cash,1020000.0,723.5400000000009,0.1,2025,September,Mivida,5Th Settlement Compounds,The 5Th Settlement
14000000.0,villa,3.0,4.0,cash,1400000.0,230.0,0.1,2025,August,Pyramids Hills,Cairo Alexandria Desert Road,6 October City
25000000.0,chalet,4.0,3.0,cash,2500000.0,156.0,0.1,2025,September,Marassi,Sidi Abdel Rahman,North Coast
8500000.0,apartment,3.0,3.0,cash,850000.0,215.0,0.1,2025,August,Mosadak St.,Dokki,Giza
5400000.0,chalet,2.0,2.0,cash,540000.0,92.0,0.1,2025,August,Mountain View,Ras Al Hekma,North Coast
1700000.0,apartment,2.0,3.0,cash,170000.0,150.0,0.1,2025,August,Direction White,Ras Al Hekma,North Coast
13000000.0,apartment,3.0,3.0,cash,1300000.0,192.0,0.1,2025,August,Hyde Park,5Th Settlement Compounds,The 5Th Settlement
1480000.0,apartment,2.0,2.0,cash,148000.0,100.0,0.1,2025,July,Gate 2 - Ahmose,Hadayek El Ahram,Giza
